food_id, food_name, calories, health_scale, image
446,All-In-One Ramen,468,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTe2C8lfEfCh28J189Non_ObaFCAaLVJ1rr5hK3UJN2i16KCPmmR9EF0t-_hw&amp;s
447,ライチグミ Lychee Gummy Candy,120,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCZqev5eH8jfG9dNd8hrLr8FlpMdMhmWMODXTNPNXU_s8VambfmhTDo6x1mg&amp;s
448,Soup Base,188,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZUesCaERQT99-Hpw-NUymmHf8ajrxG1O-mwNILVyXILkiqWIYOWd_dl53oHE&amp;s
449,Grape gummy candy,322,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMVre9TOTk8WJtVphqDoSE67CZbWoqvEtXywCmEZTajpZBwCpYxux4N65-lw&amp;s
450,オロナミンCドリンク,66,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaJpv6uTb8mXK8O6fA19njGnShxfjT4aukEHVbTTUqrzXXcp4q8GbxmRqmyw&amp;s
451,Hana Seasoned Distilled Vinegar,138,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7bdd0x9GHY_CFsATqg8ziYeI5VAaGXZuFLftQNh3B_a13bOn1TpU4P5M2fQ&amp;s
452,Japanese baked rice cracker,500,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpHm_Amq9Bku96f-Ja1GyYqGDws9rXGafjAVKe6DmVh1QHZ21PQWMUVDvLhIM&amp;s
453,Pockin fruits soft drink,67,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHhnVY9PCq4QstjLWLItX4jMU1g0Spm-RIDmThRbtU_JBDdYefv9p2fKa97Q&amp;s
454,Kishu bainiku nama ume candy,400,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMjBJSmOgphXy39NZiPpImrqBYYqD6xxX50OLjgXq-_PLiR4PnV-cb9II9gnA&amp;s
455,Red chili pepper tempura seaweed snacks,600,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkD8yI4HSeo8TKorW-V5pc81C3K6-WOYZ7Arb-aBSSBishLYp47vKmwlFFmAM&amp;s
456,Frozen soy bean,112,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeoGfmQfyXElFpQTSbTjf7kyMwcG4LaIAk0AI1cKfcc2yGDvpsGTFot5lGUA&amp;s
457,Carbonated drink,50,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgTpgdNAB7GW9Vq3QwU2D8eLt_SSGsRdodyY9D_6bpkUBgF_rQN4Lkkw_NYJM&amp;s
461,Decaf tea,5,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSd9kyczandSFLkhtBK2Y59wMoecemCBP2Hr1GRB0ndvzfGeQCVgzmocMT0DA&amp;s
462,STUTE Soya Unsweetened Organic Drink,21,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGPO3u9VydfDcEKsQVDN0rLB9zE1R5TXgaf7YTKePmC2aXSvFL50dSAPVOMpQ&amp;s
463,Snickers,241,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVzfAB8cUGIp1MjF4ajDOLFJnp72zwb6vp3uxdYYNvj-XQXbv22rX3gJZRiG8&amp;s
464,Vanilla Flavor,400,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9r6-EJhxVDhO7iYHVO6BjhvvdWGUKzjiUdlTy1EQwKj7iDPfPxxpVVYcMgg&amp;s
465,Tesco Free From Chocolate Chip Mini Muffin 200G,432,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQP0JSTlgDqJdP4OAw2nucNfKVaJBeGh0t_SOUV9BOI3YKwOZmU6K8NqXY7Q&amp;s
466,Fresh & easy tilapia,89,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrr8TUYyMUNvdWMW86X3tZtpBpYa0x7rTrnTdW--zCmv_GKWUYWObUK5fCF-M&amp;s
467,Lemon & caper tilapia with roasted red potatoes,88,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsLuhZ8Ahl5SxGzQJGRI0B_DlYWlRjvS3IYSLUOTag6FKJ9qEo7xyaeoP63g&amp;s
468,Tilapia tremendous with korean bbq sauce,117,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTq2HBs3ovu67tXfgwZXAgSuOIPXb2XYM3kngybS_x3NvpgDVmfCNCVmsygboc&amp;s
469,Tilapia Fillets With Red Thai Sauce,86,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTy_JoEgTUEUHLmmjihGIXhRFSxzoVcY2GzQ0InQzaASAD9q0F8tuo9RbfluA&amp;s
470,Original Crackers,490,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsPxWUb-wpdam6aPvNhWmJDOgSMYFABEt6pb_RGIEi9I5Xi5xvHXPagmavaw&amp;s
471,Cheese Slices,223,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKmJyAKFREsN2ToCFGpqDHqSGEYfCycL0GLOen53wWt2jcmiKoi1Raonv6geI&amp;s
472,Lemon melts,555.5556,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrlx5w7ZCPlTyGpe_FfjmesgMKkz1Xj82rqgEsY78-y2pjDsPe8mXFZzsb_g&amp;s
473,Black's Organic Cooking Dark Chocolate Bar,575,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOH7t2pT2Ic1EkRMF1Pv7i77qtOt71u07bqt8r4Yz-swPLJ6M8EI2-kiU6kg&amp;s
474,Gingerbread village with white chocolate gingerbread almonds roasted salted peanuts red and green spice drops gingersnap cookies red and green m&m's milk chocolate candies & white chocolate peppermint marshmallow bits indulgent trail mix,500,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzHYP894EVk9WscptNOyCX-h3xOaBgOsR0jmpEvM3beYrKrCvgsiZbbOePiA&amp;s
475,Mary ann's chocolates,425,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-BrV6EE1Fq9k-XsRrrFUakf4DvwkHHF-FjWSGvGTJq9zX3bdu7icYz76sd-Q&amp;s
476,Aussie Greek,180,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShIBvr9zLTfb9trvLUgwBwBxL-pFWtRTFgOsTt-vePWqQDli0MeJJ1lREtLg&amp;s
477,Double Max Cocoa & Coconut Croissant,452,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWXlNYMzc3xyEgYKM08NJHpSmWisM_8zzvr3qSkBfVb584TBCqlUrN1fkA1Q&amp;s
478,Spinach with rice spinach,134,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBhtdxUVpVKX03hGON1le8sCe4iIxndxpyo1W5IKVUFkohw9k9jVQcnRrsEv0&amp;s
479,Αλιμμα μελι με παστα φουντουκιου,424,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhxmN_Cy7eHXvETi8QUy_xMpjG5iffpj68Hlv2AxXqcU-5lBO3adC_ixDWIw&amp;s
480,Serenata wafers,560,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFVnychkAvzHkb5QqfFyESDv4CUjnngXSWhIkcrPGcXqvkYi5nIkE7AKZCnQ&amp;s
481,Marrons chestnuts,133,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbMvHHserx5It4aTeqgwIYJ-_cA7wo9LcjVAbVgHMTtOWwGzHa9chLkvKo2Q&amp;s
482,Greek yogurt cookies,488,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS53nVwlgDifuxgjXLnA65aqEiR3kQJjVJYZL9Q7qqAZETLE2GAOAXM1kYQz8c&amp;s
483,Balsamic glaze,250,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSB0ZWXFCX9n31L2gKCw_EU8jX5dO7YCqISxN3EmbAaLwJS1IHlhiFf9Aomtw&amp;s
484,Halloumi cheese,321,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJFofZMU5CtVe1AVHDQ9Gy1WWlLCJBtiGxqqix76eAp7--23e_9A1GVUWgyAM&amp;s
485,Milk chocolate with almonds,550,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrX6yK8SgNpMVQPdrIijUCdyyGYHCCJWo_eOTuezMb6m7gswYNYcadd9uO9A&amp;s
486,Cream biscuits cookies,493,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXe1IQL2aSPmrEbEV90qm1lsREf3QSOIIvbkV7km78TYHgv5i5F5oVH2wsag&amp;s
487,Milk chocolate,550,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQr2AY08Rn7Jq7xO9UkHhvtyY4X0Ygj8_ezzc3mk_dj0H9NDhJ_jnrA1iQFCg&amp;s
488,Extra virgin olive oil with rosemary,867,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP97gPk_T36WeRKZsVXhr-sl_yxd33KtZgEYh54w44gasI1-M-q0jVcp5Azw&amp;s
489,Fig salami,330,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOecii0siHrUV9ka0JkH2Ptjr72KME1ha_Fgb0QaplH6b3U95_uBLHLsOGgII&amp;s
492,Extra olive oil,893,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRd9a34DAekUlmcDjuyQtRG59nDF7KNppjvv-G0ByMxkCMDAoKZeDOUy4jR__M&amp;s
493,Tuc crackers sour cream and onion,507,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWVmrIftBhIueQEPDThxjOTN4GNnsI7wYcoNO68gk09gCFGBqK49fNXRuuznM&amp;s
494,Old fashioned clove drops,398,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSD80ONLQKoES-JQ6rg6yLyBpyixHDPYQGvvVKtNFc3e8YGGPJytHNIts6zszE&amp;s
495,Supersoft White Sandwich Rolls,233,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRt6TUU4fPCGVTahLypK1G_uI1NqiSBEK3rtXnALYTMeTntZH3p4G275rC0Bw&amp;s
496,Chia seed loaf,224,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDFXr7VMFcz-6fPXEveaUubyBPbgmP80CrTUAPBZgyXBFBlNER4Z6gKT2QnRE&amp;s
497,Tuc crackers original,465,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaUqwKtpLl25BMo3mhpECvt2rimHI9AUHVPVH3IR8iDIP_jnHK8kTDSy2izA&amp;s
498,Bfree Demi Baguette 2 Pack 220G,257,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4UR8poCGBQohdZPH5auqD6kqaa5BMWKPCICM-EHTtudlA8-CCLxMw9j8WOMw&amp;s
499,Jacob's mediterraneo bread crackers olive oil and oregano,437,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzEkAC0iFAbiGVYnah9pQrKiqaycnX-RpYH-ML0SUFFY8bbi5outha0s2eLQ&amp;s
500,Homemade ajver mild vegetable spread mild,137,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWk_eDH34TPMBNYg-QnlHHVRadcHtkEKBUaVsjwELWgecPeS5sUPrYDK0sew&amp;s
501,Honey crackers,377,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCLiYiInpEB02OrN3T19D3qsMYuzF_zS0aftYdYwJ96adj86A8FR5F6Cbt8g&amp;s
502,Swiss roll,414,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyDc1TvGwHsowIXLjvCkL5BZGTcWBrdb_YovW5ZxeOk8ZyyGZhwBy2zaLmdA&amp;s
503,Perfetto dessert,440,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScHB3LXiVJW5DlzBZUfF0Bqmz3H4x4GpFMqcI6w8Gup3nh5SgizwjNGIkIyZw&amp;s
504,Brown sauce,122,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRm3CyA-dBhRpflVV5FMqHd6myhnOL8BjTA1JLBwC0VFesfQieR2tapVLcR280&amp;s
505,Nabisco chips ahoy! chewy chocolate chip with reese's cookies,467,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIaxh0WQPgjEqnECFPekHfSoODu1KrGzT2AOV1L-fMA-vTEB91Ano8vbUQsw&amp;s
506,Crunchy muesli with banana & chocolate,442,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpo_dvMI4b9WqaBOX6z_yQfJsoF0PEsXCjp5jtDfhbfdpc9uyieUguymlxI8U&amp;s
507,Delicious irish potato crisps hand cooked on our farm,522,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoiWIzZXR5xpkwERCKqcB2JYSXnNZdTkKKyCqfVsOZqcJeJB2_FopKwOd0BxY&amp;s
508,Low fat white loaf bread,209,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRij_HkQhkgZ6rcO5ca63LMIY6dQHtS4Jorq9i9-DK0JUo75dQIyzJzfGdh1Mk&amp;s
509,Irish organic mussels,62,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPzr5P9RPVuwwHxJhV3sKaR7zGOvA8ljjYULZbXND0pZyqkpH0tUllL-h7kg&amp;s
510,3 Seeded Wholegrain Sandwich Rolls,233,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3oAVb35AkLHdHwGHvg3Fusb889l8ywbSzq-Ww0mGzyoR70j-r9_FuSHgIQQ&amp;s
516,Bbq & choc,555.5556,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNpkalSGiOOyHOd1p3VOBEJGyvzXYm3YbpcpXcg8JjNpQtYD-wQbLmXzI7aQ&amp;s
517,Chocolate Fluffy Marshmallow Bar Dark Chocolate & Nutty Sea Salt Caramel,435,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQubx3hVoHRgJsFW5NeXsKMnQI0joK_kCx4hgo-Y8FEelZBtNr3AMUCccM7KA&amp;s
518,Vanden Bulcke Chocolate,542,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStG3ZlseFmj2X0e_HA81b2slZEX6e7Rt6EA4vjRYkdMnCUVhO6fOKrPvn_RkA&amp;s
519,Bread Crumbs Plain,387,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSwgv12mawsAC3xWR_Ssbh0QkkJS8F-k-SmLdEr_-MK1Tzo-oqu2_GpvwuZA&amp;s
520,Original Meatballs,306,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKtE_21bWNTznOlCY2Icj5OflXEu8rLNel6ATWVqiRy6kzmgJ0EwU6BxkCJw&amp;s
521,Porthos Tuna in Oil,186.5,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6vAmfLgy6RKGVYly1krHUe52UdwVxnor4CG1NMmtGXxz90Y_CbnG3vizClA&amp;s
522,Solid Tuna In Vegetable Oil,197,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEFs7okYaHgD9retiiF45gfgKaCVrBzY10w3gDXptWHbZTHDI9BQ0fdFg8uw&amp;s
523,Mangue,48,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOlNNnQ8cpRJ41-s2RVzh0g4iMaaxoQrraEZSVyS6FeAipttwnI4tpMDB2pw&amp;s
524,Porthos Sardinha Azeite Condimentos,240,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuM7OWm7G8XRvutf6A9DsGzvSmh0B3L1wrjoc7nCGyklKVbrb4xY9x1WkpyQ&amp;s
525,Tremoços,124,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTw728LWeRnhRkIH--poWO3zPF_emicCK0pNMRQjtCLJb56_tgdc_xSDEuvmQ&amp;s
526,Vieira marie biscuit,419,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRe9RoCcZhbM9QB-jCl0WaygZWwiIv432wbCA3egCyEyLS_TMUBtZkI0HPEryo&amp;s
527,Calem Fine Tawny Porto,151,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSs3JjirLD42CSI9FNz6NynqFSO-BxQyAHTre2uLrdrAq5ZFt6JI3YGzfBF8A&amp;s
528,Dacosta 10 Years Old Porto,158,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmC1KRnoUlGkNap-ywaj6jVFYsOYRHp28epITVZL7vKWmH-SIoyLfjdI76eCs&amp;s
529,Calem Rose Porto,149,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHednrMM70SiA2Mo4RS9Mhii8RvrI7Egy7qXlnVaYRFDXZIukDEV7K3H9mzK0&amp;s
530,Calem Fine Ruby Porto,148,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLyoxKDgCtBcy0pWZuik852GseVzjK9J2x1WtXF8xSkDDNWMv0piyF991QLQ&amp;s
532,Extra virgin olive oil,800,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaxNwLoEbJNs8Yabvw2Z70MEgbD1GgXj3oZdXkK2jjTJUHj5a64yL5xG-xJA4&amp;s
533,Gourmet queijo de cabra curado aged goat cheese,383,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFSAW0yjoqxgxk8lOSdnpc0zwFllo-4Gsxt1EVf3xYdlOuZ0G80Aq3c50_S88&amp;s
534,Azeite-portugal extra virgin olive oil,800,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQufkkPIt5KxqZ_B2uwHH4XrOVhVGaXa6TR-X1f-MEKR_D31o5Xvjr9UXvDjSo&amp;s
535,Tuna In Soy Oil,218,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSe5rpbM-Wj5aGmMTcRGaBvOsyN6iDFoGaROovos8AfdwPz9xWQuXkZqa6e7g&amp;s
536,Portuguese Sardines,236,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQ4Y6R3rtcwLM7ZppihLZmpK3o23vqpHJ4LYom95v-aP4cqi85Lgvg_jGecQ&amp;s
538,Marine Purified Salt,0,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQd2EGKWMXSkcYQEqaOrd1a0MzHEGoDvs4OTbgxGt08eKcXAV03hURjs4OWQ&amp;s
539,Pollock,80,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQaAyf08s1SWFSYdEH7XhaROdp63K8E0m98tmRP7hIRNeby6g5urrMilc1Xfv0&amp;s
540,Puff-Puff Mix,332,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCIG9PklbpdMYd7hLhhcFETaqvzkH2g45v8LykqFdhmXZ_unk4h6b4p4q82g&amp;s
541,Coco Coconut,680,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPZdxWSSgeYt6uwsPsXWSyHxxAD3AAw5nxcaWsxzhgvcCvmxQEAorPKvDsFQ&amp;s
542,Saltverk flaky sea salt,0,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBjG1UU2DarXSaXD8J9Uw3W0ayKToWoCbEvpO6-xbtFUhZAyTq3A_XYpT17g&amp;s
543,Piri Piri Hot Sauce,0,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjUFtYBc1wgztJfey2UXif24jsfT6AHXr4veQLwALzryQj86oDB9iUYFEthlY&amp;s
544,Nostalgic santa,476,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgI8ZL3N4LqaiLY-7wn1adxg-lRDbibHumXt2AD8gSoOF3iqKLtyEY5QTwIQ&amp;s
546,Kærgården ungesalzen,652,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-b8_iH-V_AfYV-gdFt8VpUDJvdG3K47B0LKIK6v8A3vNMXSxJpdBMsUdZ-g&amp;s
547,Full Cream Milk Powder,500,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTl9WZYeZ2wiEw2XJxIZnGbsWWPkf0PpQqxSF7q3eafClnWP2rcaJo5F3OXsA&amp;s
548,Ginger beer,19.393939393939,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfgJFCN42XR6uflVclqn8_FzWgtx7897TRO63VdJxk0r0B4VUIQY-ohjSf1A&amp;s
549,simply classic trail mix,210,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTN3pzDyK4Y3Oj5nXhaqbYc7t5cwjWPKmjIujEPvYSJjGzACtG8lKH_9rfcyQ&amp;s
550,Boreklik kombi,259,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ611JOF9-hg9QnPcy6aZMwLWpiOzQj5cfFz-wdpn-jm10MjLMygB45RVZorTs&amp;s
551,Danablu danish blue cheese,350,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRran7PA66mMyyK9b26GuKBohmCMgNW3T6RGgEQWXEsh88dzPF9WOrY7y8Zbw&amp;s
552,Goats Milk Cheese,300,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSH5G3lOcsiRRMRzm1r1GvvxLQfD-t95AR3Ynoalyi6TOZPQJK3gKxY2pzAJQ&amp;s
553,Roma Style Tomatoes Puree,48,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSq40uRlP_ihnKc2b_vdZhPAVgd3lSdGuG8cX3mcnOodVI8V3S9m9ip4MCKVw&amp;s
554,Pickled Hot Pepper,79,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQNu3a3nI_n7Pc8WgAM0oL6jQNhgbM1e2XeFPK-5JmjffbBRTFINKkGOWM7Q&amp;s
555,Uncured bacon egg & cheese pockets eggs sharp cheddar and uncured bacon wrapped in a flaky crust,259,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLAO2Cj7Uo6_m9tY-frkA72S-GWqi6fV7dH1xan-pOsPR3mbnUF_cc5sdWsA&amp;s
556,Orzo Traditional Pasta,324,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSk-6PBieAdyUqatLMJfanGyi1BI8tknEyMoBKb6GVlOETKvjZGHPRA6owKCw&amp;s
557,Original Salted,150,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVlih3tJGAPTevhOQmMXPLTzqDqihFgIhxpF6jruwsA7bieLFUc--FUV9wrA&amp;s
558,Shrimp And Vegetable Egg Rolls,120,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrs-Nji2z1zgKJ0bJYCPLnqlsTp1QfM1xmZObDP_ls-oisrGNDKn_33SPs9w&amp;s
559,Fruit Bites,339,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-3ashVAqLRhh6KO9pqZ4SX66Qj4BuOzasOmbOV8EI6KVUEtvkqQs-W9xH7Q&amp;s
561,BIO Łan z masłem orzechowym (Mandryl),434,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZ0NvVR1n2CpX9-zJ81g-UwF9jEKaXCmSMGwSN0tFI9-TVnFFh99UqeXg83w&amp;s
562,BIO Owsiane z figami,380,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgZhEJGm7w3J2KKpOvUrQFttvhZ_aasgRzGJdPNoxGRTymKMkUbu4t3BOiqq8&amp;s
563,Ciastka owsiane z agrestem,395,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1UxRhYWIiNNolBGyY3-iGkLOrEZv3sZXqfSJSyjFkt1DbWEXes3Z2Wll8Eg&amp;s
564,Jaglane z czarną porzeczką,388,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPWSn01e4XcGzjZoR0t2T4iZyu76RSAkLQ_p6Dfj0OIh6uYT4et0tRk3h-hj8&amp;s
565,Łany maślany dla dzieci (Sowa),468,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSs3oez0jusGGc7vZWe40uCHtIDEFXZkkPnyKg7mTWwsnBKaEaDgO3L8imQVhY&amp;s
566,BIO Słonecznikowe z agawą,390,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcNknM3nh1Asou3Sxizk43lveIQ9HeHe34D9yVvcGrSvldr8Xk-v5_2NdfOw&amp;s
567,Łany gryczany bezcukrowy (Kameleon),430,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDGGIjQbVby2K0o_WmB0mDk64I2GPfkfg7UsTRxCbPgx1lytvzBbsr7ldzLvg&amp;s
568,Ciastka owsiane z czekoladą,412,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwVtXV4TYLr9is9qLQsMKON-3FyiQ9yjQ3TX2RjWgvrqcZR2_Cy6UtFerIWA&amp;s
569,Jaglane z żurawiną,390,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXBo5TSqAMKGkq8zGMmMqW-4ZWGFkhyuql0mmltzy1qLDWhjbq67ktSPP5j08&amp;s
570,Ciastka owsiane z pestkami dyni,415,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-DXCtIgi7beQqfkZmp7QKfrpKY8oJphSlSuCRg9RcsjXC7-LjZN3O4oh68Pk&amp;s
571,ŁANY z masłem orzechowym (Małpa),458,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqFZ7RT-ILro2mS2IH5V_6aidx-1U6ko6AsfmqoPK-qJ738irPnyOD-rFz7g&amp;s
572,Kujawski 3 Ziarna,900,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmdn3FWUWCLCf3IQ94yGkncB44CF8TUnCpGl_tNVHTQnaWNaWjzIxFzuRNXC4&amp;s
573,Rapeseed oil,900,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQew8JSO9p2qIhT2QoQNikgHfSEHYUJThLpq4XS0okvVW89237QajGtUXyBtw&amp;s
574,Sonko Pieczywo Lekkie Razowe,360,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnGvWDJAyAuft6jaaWtzNwF4985QU0PWZ_wY2dhJyAx8ouT790cEV13EaCKA&amp;s
575,Przyprawa Maggi,20,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5Ix9DMmJvoW0KAzI1h10fo73f_YwwY09GGHpILpwe7WPcar3jcgGbDXBzMw&amp;s
576,Majonez dekoracyjny,704,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPyV8E3meBVe3nXyIn6llie6yYSjclb_EIr6oclpTIkB9OB-D55XxhYuQE4Q&amp;s
577,Czekolada gorzka z kandyzowaną skórką pomarańczy,546,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVRayc0hpsJwqu9pge-nPaMz_WfUXAFj8JE4oGvWr8c7X8SXAGNIALK-eIhHY&amp;s
578,Bloc de Foie Gras de Canard,448,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRI_19s8dcOFUI0pMQbiCoPqBop26fMi8S03BLriQhfpb03T1gm45r0iw83h2k&amp;s
