store_id,store_name,store_street,store_city,store_state
1284,Vegetarian Ginger,128 Montague St,Brooklyn,NY
1285,Hanco's,134 Smith St,Brooklyn,NY
1286,Mile End Delicatessen Brooklyn,97A Hoyt St,Brooklyn,NY
1287,HOPHAP Thai Cuisine,204 Smith St,Brooklyn,NY
1288,Bedouin Tent Restaurant,405 Atlantic Ave,Brooklyn,NY
1289,Side Street Deli,187 State St,Brooklyn,NY
1290,Golden Fried Dumpling,192 Duffield St,Brooklyn,NY
1291,Shake Shack,409 Fulton St,Brooklyn,NY
1292,Siggy's Good Food,76 Henry St,Brooklyn,NY
1293,El Nuevo Cibao,172 Smith St,Brooklyn,NY
1294,Tio Pio,78 Willoughby St,Brooklyn,NY
1295,Court Street Grocers,485 Court St,Brooklyn,NY
1296,Two 8 Two,282 Atlantic Ave,Brooklyn,NY
1297,Hanco's,147 Montague St,Brooklyn,NY
1298,Lassen & Hennigs,114 Montague St,Brooklyn,NY
1299,Sophie's Cuban Cuisine,27 Smith St,New York,NY
1300,Darna Falafel,200 Court St,Brooklyn,NY
1301,Clark's Restaurant,80 Clark St,Brooklyn,NY
1302,Layla Jones,214 Court St,Brooklyn,NY
1303,Court Street Grocers,485 Court St,Brooklyn,NY
1304,Govinda's Vegetarian,305 Schermerhorn St,Brooklyn,NY
1305,Hanco's,134 Smith St,Brooklyn,NY
1306,HOPHAP Thai Cuisine,204 Smith St,Brooklyn,NY
1307,Defontes,379 Columbia St,Brooklyn,NY
1308,Mile End Delicatessen Brooklyn,97A Hoyt St,Brooklyn,NY
1309,Ferdinando's,151 Union St,Brooklyn,NY
1310,El Nuevo Cibao,172 Smith St,Brooklyn,NY
1311,Bedouin Tent Restaurant,405 Atlantic Ave,Brooklyn,NY
1312,Red Hook Lobster Pound,284 Van Brunt St,Brooklyn,NY
1313,Vegetarian Ginger,128 Montague St,Brooklyn,NY
1314,Darna Falafel,200 Court St,Brooklyn,NY
1315,Layla Jones,214 Court St,Brooklyn,NY
1316,Side Street Deli,187 State St,Brooklyn,NY
1317,Two 8 Two,282 Atlantic Ave,Brooklyn,NY
1318,'Snice,315 5th Ave,Brooklyn,NY
1319,Brooklyn Ice House,318 Van Brunt St,Brooklyn,NY
1320,El Nuevo Portal,217 Smith Street,Brooklyn,NY
1321,Calexico- Red Hook,122 Union St,Brooklyn,NY
1322,Moo Burger,240 Court St,Brooklyn,NY
1323,Court Street Grocers,485 Court St,Brooklyn,NY
1324,Govinda's Vegetarian,305 Schermerhorn St,Brooklyn,NY
1325,Red Hook Lobster Pound,284 Van Brunt St,Brooklyn,NY
1326,Defontes,379 Columbia St,Brooklyn,NY
1327,Hope & Anchor,347 Van Brunt St,Brooklyn,NY
1328,Hanco's,134 Smith St,Brooklyn,NY
1329,Vegetarian Ginger,128 Montague St,Brooklyn,NY
1330,Brooklyn Ice House,318 Van Brunt St,Brooklyn,NY
1331,HOPHAP Thai Cuisine,204 Smith St,Brooklyn,NY
1332,'Snice,315 5th Ave,Brooklyn,NY
1333,Mile End Delicatessen Brooklyn,97A Hoyt St,Brooklyn,NY
1334,Ferdinando's,151 Union St,Brooklyn,NY
1335,Red Hook Ball Fields,Clinton St & Bay St,Brooklyn,NY
1336,Sophie's Cuban Cuisine,73 New St,New York,NY
1337,Bedouin Tent Restaurant,405 Atlantic Ave,Brooklyn,NY
1338,Luke's Lobster,26 S William St,New York,NY
1339,El Nuevo Cibao,172 Smith St,Brooklyn,NY
1340,Side Street Deli,187 State St,Brooklyn,NY
1341,Taksim Square 2,776 4th Ave,Brooklyn,NY
1342,Flavors,27 Whitehall St,New York,NY
1343,Govinda's Vegetarian,305 Schermerhorn St,Brooklyn,NY
1344,Court Street Grocers,485 Court St,Brooklyn,NY
1345,Bedouin Tent Restaurant,405 Atlantic Ave,Brooklyn,NY
1346,'Snice,315 5th Ave,Brooklyn,NY
1347,Hanco's,134 Smith St,Brooklyn,NY
1348,Purbird,82 Sixth Ave,Brooklyn,NY
1349,Mile End Delicatessen Brooklyn,97A Hoyt St,Brooklyn,NY
1350,Vegetarian Ginger,128 Montague St,Brooklyn,NY
1351,HOPHAP Thai Cuisine,204 Smith St,Brooklyn,NY
1352,Stocked,635 Vanderbilt Ave,Brooklyn,NY
1353,City Sub,450 Bergen St,Brooklyn,NY
1354,Golden Fried Dumpling,192 Duffield St,Brooklyn,NY
1355,Pure Bistro,88 5th Ave,Brooklyn,NY
1356,BKLYN Larder,228 Flatbush Ave,Brooklyn,NY
1357,The Burger Bistro,177 5th Ave,Brooklyn,NY
1358,Tio Pio,78 Willoughby St,Brooklyn,NY
1359,Bonnie's Grill,278 5th Ave,Brooklyn,NY
1360,Just Salad,252 7th Ave,Brooklyn,NY
1361,El Nuevo Cibao,172 Smith St,Brooklyn,NY
1362,Chick P,490 Bergen St,Brooklyn,NY
1363,Govinda's Vegetarian,305 Schermerhorn St,Brooklyn,NY
1364,Bedouin Tent Restaurant,405 Atlantic Ave,Brooklyn,NY
1365,Golden Fried Dumpling,192 Duffield St,Brooklyn,NY
1366,Mile End Delicatessen Brooklyn,97A Hoyt St,Brooklyn,NY
1367,Purbird,82 Sixth Ave,Brooklyn,NY
1368,Black Iris,228 Dekalb Ave,Brooklyn,NY
1369,Tio Pio,78 Willoughby St,Brooklyn,NY
1370,Farmer In the Deli,357 Myrtle Ave,Brooklyn,NY
1371,City Sub,450 Bergen St,Brooklyn,NY
1372,M.O.B.,525 Atlantic Ave,Brooklyn,NY
1373,Hanco's,134 Smith St,Brooklyn,NY
1374,The Smoke Joint,87 S Elliott Pl,Brooklyn,NY
1375,BKLYN Larder,228 Flatbush Ave,Brooklyn,NY
1376,Smashburger,80 Dekalb Ave,Brooklyn,NY
1377,Chick P,490 Bergen St,Brooklyn,NY
1378,Los Papi's,77 Bridge St,Brooklyn,NY
1379,Pure Bistro,88 5th Ave,Brooklyn,NY
1380,Stocked,635 Vanderbilt Ave,Brooklyn,NY
1381,Habana Outpost,757 Fulton St,Brooklyn,NY
1382,Shake Shack,409 Fulton St,Brooklyn,NY
1383,Govinda's Vegetarian,305 Schermerhorn St,Brooklyn,NY
1384,Purbird,82 Sixth Ave,Brooklyn,NY
1385,'Snice,315 5th Ave,Brooklyn,NY
1386,Court Street Grocers,485 Court St,Brooklyn,NY
1387,Stocked,635 Vanderbilt Ave,Brooklyn,NY
1388,Bedouin Tent Restaurant,405 Atlantic Ave,Brooklyn,NY
1389,Mile End Delicatessen Brooklyn,97A Hoyt St,Brooklyn,NY
1390,Hanco's,134 Smith St,Brooklyn,NY
1391,City Sub,450 Bergen St,Brooklyn,NY
1392,BKLYN Larder,228 Flatbush Ave,Brooklyn,NY
1393,Pure Bistro,88 5th Ave,Brooklyn,NY
1394,Just Salad,252 7th Ave,Brooklyn,NY
1395,The Burger Bistro,177 5th Ave,Brooklyn,NY
1396,Lincoln Station,409 Lincoln Pl,Brooklyn,NY
1397,HOPHAP Thai Cuisine,204 Smith St,Brooklyn,NY
1398,Chick P,490 Bergen St,Brooklyn,NY
1399,Russo's Mozzarella and Pasta,363 7th Ave,Brooklyn,NY
1400,Bonnie's Grill,278 5th Ave,Brooklyn,NY
1401,Banhmigos,178 Lincoln Pl,Brooklyn,NY
1402,Golden Fried Dumpling,192 Duffield St,Brooklyn,NY
1403,El Rey II Restaurant,1064 Liberty Ave,Brooklyn,NY
1404,Caterina Pizza,3035 Fulton Street,Brooklyn,NY
1405,Roti On the Run,3140 Fulton St,Brooklyn,NY
1406,Angela's Pizzeria,3435 Fulton St,Brooklyn,NY
1407,Edison Place,7128 Cooper Ave,Glendale,NY
1408,Grace Pizzeria,70-05 Myrtle Ave,Glendale,NY
1409,El Pollo Inka Peru,78-06 101st Ave,New York,NY
1410,Glendale Diner,7108 Myrtle Ave,Glendale,NY
1411,New Pop's Restaurant,8522 Jamaica Ave,Woodhaven,NY
1412,Caridad Restaurant,9019 Jamaica Ave,Woodhaven,NY
1413,Mike's Pizzeria,3337 Fulton St,Brooklyn,NY
1414,Leone's Pizzeria,8402 Cooper Avenue,Glendale,NY
1415,Wo Hop Chinese Restaurant,3150 Fulton Street,Brooklyn,NY
1416,Grant Caffe,1170 Liberty Ave,Brooklyn,NY
1417,Don Pollo,8302 95th Ave,Ozone Park,NY
1418,Sakura IV,64-19 Myrtle Ave,Glendale,NY
1419,Napoli's Pizza,594 Crescent St,Brooklyn,NY
1420,The Avenue Restaurant,71-22 Myrtle Ave,Glendale,NY
1421,Gyro Village,6657 Fresh Pond Rd,Ridgewood,NY
1422,Avenue Diner,91-06 Jamaica Ave,New York,NY
1423,El Rey II Restaurant,1064 Liberty Ave,Brooklyn,NY
1424,Kawaii Sushi,82-19 153rd Ave,Howard Beach,NY
1425,Caterina Pizza,3035 Fulton Street,Brooklyn,NY
1426,Armandos Pizza,1366 Pennsylvania Ave,Brooklyn,NY
1427,Roti On the Run,3140 Fulton St,Brooklyn,NY
1428,Mannas Restaurant,478 Rockaway Ave,Brooklyn,NY
1429,El Pollo Inka Peru,78-06 101st Ave,New York,NY
1430,Angela's Pizzeria,3435 Fulton St,Brooklyn,NY
1431,Olive Garden Italian Restaurant,505 Gateway Dr,Brooklyn,NY
1432,New Park Pizzeria,15671 Crossbay Blvd,Howard Beach,NY
1433,Edison Place,7128 Cooper Ave,Glendale,NY
1434,Win Hou Chinese Restaurant,8221 153rd Avenue,Howard Beach,NY
1435,Grace Pizzeria,70-05 Myrtle Ave,Glendale,NY
1436,Caridad Restaurant,9019 Jamaica Ave,Woodhaven,NY
1437,Napoli's Pizza,594 Crescent St,Brooklyn,NY
1438,Grant Caffe,1170 Liberty Ave,Brooklyn,NY
1439,Glendale Diner,7108 Myrtle Ave,Glendale,NY
1440,Sakura IV,64-19 Myrtle Ave,Glendale,NY
1441,Wo Hop Chinese Restaurant,3150 Fulton Street,Brooklyn,NY
1442,New Pop's Restaurant,8522 Jamaica Ave,Woodhaven,NY
1443,Armandos Pizza,1366 Pennsylvania Ave,Brooklyn,NY
1444,Olive Garden Italian Restaurant,505 Gateway Dr,Brooklyn,NY
1445,Boulder Creek Steakhouse,355 Gateway Dr,Brooklyn,NY
1446,Original Pizza,9514 AVENUE L,Brooklyn,NY
1447,Bamboo Garden,9501 Avenue L,Brooklyn,NY
1448,White Castle,900 Pennsylvania Ave,Brooklyn,NY
1449,Armondo's Pizza,1413 Rockaway Pkwy,Brooklyn,NY
1450,Subway,1868 Linden Blvd,Brooklyn,NY
1451,Leo's Truck,940 Pennsylvania Avenue,Brooklyn,NY
1452,International Coffee Shop,556 Wortman Ave,Brooklyn,NY
1453,Red Lobster,455 Gateway Drive,Brooklyn,NY
1454,Yummy Taco,9625 Avenue L,Brooklyn,NY
1455,J & Z Delicious Deli Rest,10013 Foster Ave,Brooklyn,NY
1456,Mc Donald's,1467 Rockaway Pkwy,Brooklyn,NY
1457,IHOP,11000 Flatlands Ave,Brooklyn,NY
1458,Original Pizza,9514 AVENUE L,Brooklyn,NY
1459,Armandos Pizza,1366 Pennsylvania Ave,Brooklyn,NY
1460,Jake's Wayback Burgers,870 Remsen Ave,New York,NY
1461,Bamboo Garden,9501 Avenue L,Brooklyn,NY
1462,Vivid Cafe,4617 Ave D,Brooklyn,NY
1463,Mannas Restaurant,478 Rockaway Ave,Brooklyn,NY
1464,Island Burger,915 Utica Ave,Brooklyn,NY
1465,Gourmet Grill,6334 Ave N,Brooklyn,NY
1466,De Island,8203 Flatlands Ave,Brooklyn,NY
1467,Mill Basin Kosher Delicatessen,5823 Ave T,Brooklyn,NY
1468,Olive Garden Italian Restaurant,505 Gateway Dr,Brooklyn,NY
1469,Armondo's Pizza,1413 Rockaway Pkwy,Brooklyn,NY
1470,Landi's Pork Store,5909 Ave N,Brooklyn,NY
1471,Sushiyama,6612 Ave U,Brooklyn,NY
1472,Boulder Creek Steakhouse,355 Gateway Dr,Brooklyn,NY
1473,China Tokyo Restaurant,5908 Ave N,Brooklyn,NY
1474,International Paradise Restaurant,2905 Glenwood Rd,Brooklyn,NY
1475,La Villa Pizzeria & Restaurant,6610 Ave U,Brooklyn,NY
1476,China Restaurant,937 Utica Ave,Brooklyn,NY
1477,E Sushi,2118 Flatbush Ave,Brooklyn,NY
1478,Ashoka Indian Grill,1436 Flatbush Ave,Brooklyn,NY
1479,International Paradise Restaurant,2905 Glenwood Rd,Brooklyn,NY
1480,Vivid Cafe,4617 Ave D,Brooklyn,NY
1481,E Sushi,2118 Flatbush Ave,Brooklyn,NY
1482,Mimi's Hummus,1209 Cortelyou Rd,Brooklyn,NY
1483,Strictly Vegetarian Restaurant,2268 Church Ave,Brooklyn,NY
1484,Di Fara Pizza,1424 Ave J,Brooklyn,NY
1485,Exquisite Delight,2847 Church Ave,Brooklyn,NY
1486,Zaiqa Halal Food,Campus Rd & Hillel Pl,Brooklyn,NY
1487,Joeper's Smokeshack,2085 Flatbush Ave,Brooklyn,NY
1488,Mill Basin Kosher Delicatessen,5823 Ave T,Brooklyn,NY
1489,Salud,1308 Ave H,Brooklyn,NY
1490,El Ranchito Poblano,1228 Flatbush Ave,Brooklyn,NY
1491,Chikurin,1777 Ocean Ave,Brooklyn,NY
1492,Luigi Pizzeria,19 Hillel Pl,Brooklyn,NY
1493,Zen Vegetarian House,773 Flatbush Ave,Brooklyn,NY
1494,Bake & Things,184 E 35th St,Brooklyn,NY
1495,Gourmet Grill,6334 Ave N,Brooklyn,NY
1496,Landi's Pork Store,5909 Ave N,Brooklyn,NY
1497,Jake's Wayback Burgers,870 Remsen Ave,New York,NY
1498,Mill Basin Kosher Delicatessen,5823 Ave T,Brooklyn,NY
1499,Gourmet Grill,6334 Ave N,Brooklyn,NY
1500,Landi's Pork Store,5909 Ave N,Brooklyn,NY
1501,Sushiyama,6612 Ave U,Brooklyn,NY
1502,China Tokyo Restaurant,5908 Ave N,Brooklyn,NY
1503,La Villa Pizzeria & Restaurant,6610 Ave U,Brooklyn,NY
1504,Sweet House Frozen Yogurt and Sushi,6305 Ave N,Brooklyn,NY
1505,China Kettle Chinese Restaurant,6606 Avenue U,Brooklyn,NY
1506,Original Pizza,2351 Ralph Avenue,Brooklyn,NY
1507,Yoshi,5827 Ave T,Brooklyn,NY
1508,Vikkis Restaurant,5924 Ave N,Brooklyn,NY
1509,Pizza D'Amore,2147 Mill Ave,Brooklyn,NY
1510,Fontanas Pasta &heros,2359 Ralph Ave,New York,NY
1511,Sosaku Japanese Restaurant,6328 Avenue N,Brooklyn,NY
1512,Roll-N-Roaster,2901 Emmons Ave,Brooklyn,NY
1513,Opera Cafe & Lounge NYC,2255 Emmons Ave,Brooklyn,NY
1514,Randazzo's Clam Bar,2017 Emmons Ave,Brooklyn,NY
1515,Tenda Asian Fusion,1734 Sheepshead Bay Rd,Brooklyn,NY
1516,Chayhana Salom,1652 Sheepshead Bay Rd,Brooklyn,NY
1517,Jimmy's Famous Heros,1786 Sheepshead Bay Rd,Brooklyn,NY
1518,Café Glechik,3159 Coney Island Ave,Brooklyn,NY
1519,Cafe Rokhat,1788 Sheepshead Bay Rd,Brooklyn,NY
1520,Beyti Turkish Kebab,414 Brighton Beach Ave,Brooklyn,NY
1521,Fuel,1715 Sheepshead Bay Road,Brooklyn,NY
1522,TONÉ-CAFÉ Georgian Bread,265 Neptune Ave,Brooklyn,NY
1523,Bassett Caterers,1404 Ave X,Brooklyn,NY
1524,ChopStix Chinese Restaurant & Sushi Bar,3790 Nostrand Ave,Brooklyn,NY
1525,Oceanview Cafe,290 Brighton Beach Ave,Brooklyn,NY
1526,Delmar Pizzeria,1668 Sheepshead Bay Rd,Brooklyn,NY
1527,Nargis Cafe,2818 Coney Island Ave,Brooklyn,NY
1528,Tatiana Grill,3152 Brighton 6th St,Brooklyn,NY
1529,Pak Nashamen,3149 Coney Island Ave,Brooklyn,NY
1530,Aziza 7,2113 Ave Z,Brooklyn,NY
1531,Hayashi,2901 Ocean Ave,Brooklyn,NY
1532,L&B Spumoni Gardens,2725 86th St,Brooklyn,NY
1533,Chikurin,2274 86th St,Brooklyn,NY
1534,Totonno's,1524 Neptune Ave,Brooklyn,NY
1535,The Original John's Deli,2033 Stillwell Ave,Brooklyn,NY
1536,Joe's of Avenue U Italian Cuisine,287 Avenue U,Brooklyn,NY
1537,Nathan's Famous,1310 Surf Ave,Brooklyn,NY
1538,Tian Tian Cafe,2170 86th St,New York,NY
1539,TONÉ-CAFÉ Georgian Bread,265 Neptune Ave,Brooklyn,NY
1540,Oceanview Cafe,290 Brighton Beach Ave,Brooklyn,NY
1541,Beyti Turkish Kebab,414 Brighton Beach Ave,Brooklyn,NY
1542,Panino Rustico,8222 17th Ave,Brooklyn,NY
1543,Kowloon Cafe,2365 86th St,Brooklyn,NY
1544,Nargis Cafe,2818 Coney Island Ave,Brooklyn,NY
1545,Plaza Mexico Doña Zita,Bowery St & Henderson Walk,Brooklyn,NY
1546,86 Fu Kee,2211 86th St,Brooklyn,NY
1547,Café Glechik,3159 Coney Island Ave,Brooklyn,NY
1548,86 Wong Chinese Restaurant,2210 86th St,Brooklyn,NY
1549,Istanbul Turkish Cafe & Restaurant,2202 86th St,Brooklyn,NY
1550,Coney Island Taste,2580 Coney Island Ave,Brooklyn,NY
1551,HK Tea and Sushi,2033 86th St,Brooklyn,NY
1552,Panino Rustico,8222 17th Ave,Brooklyn,NY
1553,Chikurin,2274 86th St,Brooklyn,NY
1554,Tian Tian Cafe,2170 86th St,New York,NY
1555,Samurai Fusion Sushi,1709 86 St,Brooklyn,NY
1556,L&B Spumoni Gardens,2725 86th St,Brooklyn,NY
1557,Lioni's Italian Heroes,7803 15th Ave,Brooklyn,NY
1558,HK Tea and Sushi,2033 86th St,Brooklyn,NY
1559,The Original John's Deli,2033 Stillwell Ave,Brooklyn,NY
1560,86 Fu Kee,2211 86th St,Brooklyn,NY
1561,Istanbul Turkish Cafe & Restaurant,2202 86th St,Brooklyn,NY
1562,86 Wong Chinese Restaurant,2210 86th St,Brooklyn,NY
1563,Kowloon Cafe,2365 86th St,Brooklyn,NY
1564,Hand Pull Noodle and Dumpling House,7201 18th Ave,Brooklyn,NY
1565,Papa Pasquale Ravoli Pasta Co.,7817 15th Ave,Brooklyn,NY
1566,Ichi Sushi,2040 86th St,Brooklyn,NY
1567,Him and Her Cafe,7901 17th Ave,Brooklyn,NY
1568,Baby Olive,1402 86th St,New York,NY
1569,Joe's of Avenue U Italian Cuisine,287 Avenue U,Brooklyn,NY
1570,Peggy's Burger House,7202 New Utrecht Ave,Brooklyn,NY
1571,Pizza D'amore,8949A Bay Pkwy,Brooklyn,NY
1572,Ba Xuyen,4222 8th Ave,Brooklyn,NY
1573,Panino Rustico,8222 17th Ave,Brooklyn,NY
1574,The Burger Bistro,7217 3rd Ave,Brooklyn,NY
1575,Top Thai,8510 4th Ave,Brooklyn,NY
1576,Mimi's Hummus,1209 Cortelyou Rd,Brooklyn,NY
1577,Take Away & Cafe,7006 3rd Ave,Brooklyn,NY
1578,Rocco's Calamari,6408 Fort Hamilton Pkwy,Brooklyn,NY
1579,Lucky Eight,5204 8th Ave,Brooklyn,NY
1580,Lioni's Italian Heroes,7803 15th Ave,Brooklyn,NY
1581,Chikurin,2274 86th St,Brooklyn,NY
1582,The Family Store,6905 3rd Ave,Brooklyn,NY
1583,Kofte Piyaz,881 5th Ave,Brooklyn,NY
1584,Kai Feng Fu,4801 8th Ave,Brooklyn,NY
1585,Yemen Cafe,7130 5th Ave,Brooklyn,NY
1586,Sunset Deli,4301 4th Ave,Brooklyn,NY
1587,Spartan Souvlaki,6824 8th Ave,Brooklyn,NY
1588,Samurai Fusion Sushi,1709 86 St,Brooklyn,NY
1589,Govinda's Vegetarian,305 Schermerhorn St,Brooklyn,NY
1590,Thanh Da,6008 7th Ave,Brooklyn,NY
1591,Metro Cafe,4924 8th Ave,Brooklyn,NY
1592,Panino Rustico,8222 17th Ave,Brooklyn,NY
1593,Top Thai,8510 4th Ave,Brooklyn,NY
1594,The Burger Bistro,7217 3rd Ave,Brooklyn,NY
1595,Lioni's Italian Heroes,7803 15th Ave,Brooklyn,NY
1596,Rocco's Calamari,6408 Fort Hamilton Pkwy,Brooklyn,NY
1597,Take Away & Cafe,7006 3rd Ave,Brooklyn,NY
1598,Spartan Souvlaki,6824 8th Ave,Brooklyn,NY
1599,Samurai Fusion Sushi,1709 86 St,Brooklyn,NY
1600,Yemen Cafe,7130 5th Ave,Brooklyn,NY
1601,Papa Pasquale Ravoli Pasta Co.,7817 15th Ave,Brooklyn,NY
1602,The Family Store,6905 3rd Ave,Brooklyn,NY
1603,Peggy's Burger House,7202 New Utrecht Ave,Brooklyn,NY
1604,Kathy's Dumplings,7924 3rd Ave,Brooklyn,NY
1605,Krispy Pizza,7112 13th Ave,Brooklyn,NY
1606,Baby Olive,1402 86th St,New York,NY
1607,Lucky Eight,5204 8th Ave,Brooklyn,NY
1608,Thanh Da,6008 7th Ave,Brooklyn,NY
1609,Nature's Grill,7417 3rd Ave,Brooklyn,NY
1610,Ba Xuyen,4222 8th Ave,Brooklyn,NY
1611,Hand Pull Noodle and Dumpling House,7201 18th Ave,Brooklyn,NY
1612,Roll-N-Roaster,2901 Emmons Ave,Brooklyn,NY
1613,ChopStix Chinese Restaurant & Sushi Bar,3790 Nostrand Ave,Brooklyn,NY
1614,Brennan & Carr,3432 Nostrand Ave,Brooklyn,NY
1615,Opera Cafe & Lounge NYC,2255 Emmons Ave,Brooklyn,NY
1616,Jordan's Lobster Dock,3165 Harkness Ave,Brooklyn,NY
1617,TGI Fridays,3181 Harkness Ave,Brooklyn,NY
1618,Sakura,3118 Avenue U,Brooklyn,NY
1619,Perry's Restaurant,3482 Nostrand Ave,Brooklyn,NY
1620,Randazzo's Clam Bar,2017 Emmons Ave,Brooklyn,NY
1621,Jay & Lloyd's Kosher Deli & Family Restaurant,2718 Avenue U,Brooklyn,NY
1622,Vanka Cafe,3810 Nostrand Ave,Brooklyn,NY
1623,Connie's Pizzeria,3845 Nostrand Avenue,Brooklyn,NY
1624,Jimmy's Famous Heros,1786 Sheepshead Bay Rd,Brooklyn,NY
1625,Hayashi,2901 Ocean Ave,Brooklyn,NY
1626,Aziza 7,2113 Ave Z,Brooklyn,NY
1627,Panera Bread,5158 King's Plaza,Brooklyn,NY
1628,Tokyo Boy,3788 Nostrand Avenue,Brooklyn,NY
1629,Cafe Rokhat,1788 Sheepshead Bay Rd,Brooklyn,NY
1630,Pronto Pizzeria & Ristorante,2928 Ave R,Brooklyn,NY
1631,Osaka Japanese Restaurant,2805 Ave U,Brooklyn,NY
1632,Ashoka Indian Grill,1436 Flatbush Ave,Brooklyn,NY
1633,International Paradise Restaurant,2905 Glenwood Rd,Brooklyn,NY
1634,Brennan & Carr,3432 Nostrand Ave,Brooklyn,NY
1635,Roll-N-Roaster,2901 Emmons Ave,Brooklyn,NY
1636,Di Fara Pizza,1424 Ave J,Brooklyn,NY
1637,Mimi's Hummus,1209 Cortelyou Rd,Brooklyn,NY
1638,Mish Mash Gourmet,1103 Kings Hwy,Brooklyn,NY
1639,Mill Basin Kosher Delicatessen,5823 Ave T,Brooklyn,NY
1640,Bassett Caterers,1404 Ave X,Brooklyn,NY
1641,Memo Shishkebob,1821 Kings Hwy,Brooklyn,NY
1642,E Sushi,2118 Flatbush Ave,Brooklyn,NY
1643,Chayhana Salom,1652 Sheepshead Bay Rd,Brooklyn,NY
1644,Chikurin,1777 Ocean Ave,Brooklyn,NY
1645,Tenda Asian Fusion,1734 Sheepshead Bay Rd,Brooklyn,NY
1646,Opera Cafe & Lounge NYC,2255 Emmons Ave,Brooklyn,NY
1647,Salud,1308 Ave H,Brooklyn,NY
1648,Pho Vietnam,1243 Ave U,Brooklyn,NY
1649,Joe's of Avenue U Italian Cuisine,287 Avenue U,Brooklyn,NY
1650,Coney Island Taste,2580 Coney Island Ave,Brooklyn,NY
1651,Pho Hoai Restaurant,1906 Ave U,Brooklyn,NY
1652,Govinda's Vegetarian,305 Schermerhorn St,Brooklyn,NY
1653,Black Iris,228 Dekalb Ave,Brooklyn,NY
1654,Stocked,635 Vanderbilt Ave,Brooklyn,NY
1655,El Cofre,454 Myrtle Ave,Brooklyn,NY
1656,Farmer In the Deli,357 Myrtle Ave,Brooklyn,NY
1657,Pilar Cuban Eatery,393 Classon Ave,Brooklyn,NY
1658,Purbird,82 Sixth Ave,Brooklyn,NY
1659,232,232 Taaffe Pl,Brooklyn,NY
1660,Taqueria De Los Muertos,663 Washington Ave,Brooklyn,NY
1661,Pillow Cafe Lounge,505 Myrtle Ave,Brooklyn,NY
1662,The Milk Truck,176 Lafayette Ave,Brooklyn,NY
1663,Choice Market,318 Lafayette Ave,Brooklyn,NY
1664,Il Porto,37 Washington Ave,New York,NY
1665,WAZA Sushi & Ramen,485 Myrtle Ave,Brooklyn,NY
1666,Colador Cafe,1000 Bedford Ave,Brooklyn,NY
1667,CorletteNY,193a Nostrand Ave,Brooklyn,NY
1668,City Sub,450 Bergen St,Brooklyn,NY
1669,David's Brisket House,533 Nostrand Ave,Brooklyn,NY
1670,Chick P,490 Bergen St,Brooklyn,NY
1671,BKLYN Larder,228 Flatbush Ave,Brooklyn,NY
1672,Totonno's,1524 Neptune Ave,Brooklyn,NY
1673,Nathan's Famous,1310 Surf Ave,Brooklyn,NY
1674,Pizza D'amore,8949A Bay Pkwy,Brooklyn,NY
1675,Wendy's,1602 Shore Pkwy,Brooklyn,NY
1676,La Casa Bella,2579 Cropsey Ave,Brooklyn,NY
1677,Oriental Palace Kitchen,3030 Mermaid Avenue,Brooklyn,NY
1678,Coney Island Surf and Turf Grill,1315 Surf Ave,Brooklyn,NY
1679,Parkview Diner,2939 Cropsey Ave,Brooklyn,NY
1680,Pizza On the Run,2932 Stillwell Ave,Brooklyn,NY
1681,Avalon Pizza Restaurant,2611 Bath Ave,Brooklyn,NY
1682,Empire Taco China,2807 Cropsey Avenue,Brooklyn,NY
1683,Jade Flowers Open Kitchen Inn,2579 Cropsey Avenue,Brooklyn,NY
1684,Coney Island Gyro,1621 Neptune Ave,Brooklyn,NY
1685,Gargiulo's,2911 W 15th St,Brooklyn,NY
1686,Famous Rotisserie & Grill,1525 Mermaid Ave,Coney Island,NY
1687,Footprints Cafe,1521 Surf Ave,Brooklyn,NY
1688,Govinda's Vegetarian,305 Schermerhorn St,Brooklyn,NY
1689,Vegetarian Ginger,128 Montague St,Brooklyn,NY
1690,Golden Fried Dumpling,192 Duffield St,Brooklyn,NY
1691,Los Papi's,77 Bridge St,Brooklyn,NY
1692,Siggy's Good Food,76 Henry St,Brooklyn,NY
1693,Tio Pio,78 Willoughby St,Brooklyn,NY
1694,Bedouin Tent Restaurant,405 Atlantic Ave,Brooklyn,NY
1695,Mile End Delicatessen Brooklyn,97A Hoyt St,Brooklyn,NY
1696,Hanco's,134 Smith St,Brooklyn,NY
1697,Shake Shack,409 Fulton St,Brooklyn,NY
1698,Clark's Restaurant,80 Clark St,Brooklyn,NY
1699,Hanco's,147 Montague St,Brooklyn,NY
1700,Sophie's Cuban Cuisine,27 Smith St,New York,NY
1701,Side Street Deli,187 State St,Brooklyn,NY
1702,Lassen & Hennigs,114 Montague St,Brooklyn,NY
1703,Two 8 Two,282 Atlantic Ave,Brooklyn,NY
1704,HOPHAP Thai Cuisine,204 Smith St,Brooklyn,NY
1705,Tutt Cafe,47 Hicks St,Brooklyn,NY
1706,Smashburger,80 Dekalb Ave,Brooklyn,NY
1707,Luciano's,15 Metrotech Ctr,Brooklyn,NY
1708,Govinda's Vegetarian,305 Schermerhorn St,Brooklyn,NY
1709,Bedouin Tent Restaurant,405 Atlantic Ave,Brooklyn,NY
1710,Mile End Delicatessen Brooklyn,97A Hoyt St,Brooklyn,NY
1711,Hanco's,134 Smith St,Brooklyn,NY
