712,Aronia berry juice,47,10
713,Lemon ginger drink,8,10
714,Organic beet juice lingonberry juice,38,10
715,Turmeric sea buckthorn ginger carrot apple pear drink,48,10
716,Ginger apple lemon chili pepper 100% juice,40,10
717,Ginger thins,500,0
718,Swedish almond cake with chocolate and crunchy caramel,440,2
719,Gummies,312,4
720,Milk chocolate with gingersnap filling,600,0
721,Marabou chocolate tablet dark,525,0
722,Daim mini chocolate pieces milk with caramel,545,0
723,Marabou chocolate tablet milk with hazelnuts,565,0
724,Marabou chocolate tablet milk with orange,530,0
725,Halloumi cheese,333,4
726,Terra medi extra virgin olive oil,800,0
727,Cold Pressed Extra Virgin Olive Oil,800,0
728,Pirucream,495.2381,1
729,Soda crackers,433.33333333333,2
730,Sandwich Spread,600,0
731,Quesos hard cheese with chile,321,4
732,Milk cookies biscuits milk cookies,384,3
733,Pineapple with ginger crispy chips,321,4
734,Mixed corn biscuits mixed corn,429,2
735,Flavored mango juice drink mango,52,9
736,Dried fruits banana & pineapple bits,300,4
737,Dried fruits pineapple bits,275,5
738,Tilapia Fillet,223,6
739,Chilorio,918,0
740,Alimento Líquido de Coco,20.84,10
741,Organic mango chunks,80,9
742,Chia seeds,520,0
743,Coffee,5,10
744,Decaf coffee,250,5
745,Chocolate para mesa,472.72727272727,1
746,Tortillas de nopal,240,6
747,Maria,120,8
748,brillante tehuacan sparkling mineral water,0,10
749,Chilorio de Pollo,198,7
750,Harina de arroz,360,3
751,Tomato sauce,47,10
752,Crisp paprika,446,2
753,Brisures de biscuits,443,2
754,Milk chocolate egg filled with rolo chocolates,520,0
755,Milka tuc,515,0
756,Oreo cookies golden,486,1
757,Crackers Express,433,2
758,Oreo cookies,479,1
759,Toblerone chocolate bar milk,529,0
760,Cadbury milk tray chocolate pieces milk,516,0
761,Breakfast Biscuits Honey and Nuts,448,2
762,Cadbury dairy milk chocolate bar wholenut,550,0
763,Maynards midget gems candy,344,4
764,Milka chocolate tablet milk with daim pieces,527,0
765,Cadbury dairy milk chocolate daim,525,0
766,Trebor Extra Strong Peppermint,395,3
767,Flake Chocolate Bar 4 Pack,521,0
768,Kartoffelbrei mit Erbsen & Möhren,78,9
769,Salvado,400,2
770,Milk Caramel Spread Filled Sandwich Cookies With Chocolate Flavored Coating,426,2
771,El ceibo fine dark chocolate,560,0
772,Dark Chocolate Bar,600,0
773,harina de maiz blanco Juana,314.3,4
774,Granola Granix (cereales coco y miel),391,3
775,Red pepper strip,53.846153846154,9
776,Surtidas,466.66666666667,1
777,Maca Crispy,629.62962962963,0
778,Mozzarella di Bufala,260,5
779,All-purpose flour,353,3
780,Mozzarella cheese,85,9
781,Pony Malta,42,10
782,tapioka,100,8
783,Crema De Aji Yellow Pepper Sauce,233,6
784,Guava drink,50,9
785,Criollitas,60,9
786,Protein milk,38,10
787,flics,10,10
788,Marmelade de Mora,41,10
789,Mariola de Banana com Goiaba,80,9
790,Quinoa with mushrooms,377.77777777778,3
791,Quinoa with Chili & Paprika,355.55555555556,3
792,Nutella,107,8
793,Hearts of palm,45,10
794,Bolo sem gluten,351.06382978723,3
795,Vitao granola,420,2
796,pan integral lizana y chia,239,6
797,M&M's,465,1
798,Vanilla brazil nuts spread,610,0
799,Cocoa + vegetable protein 100% natural brazil nuts beverage,109,8
800,Brazil nuts flour,540,0
801,Brazil nuts + cocoa spread,590,0
802,Cinnamon brazil nuts spread,610,0
803,Three crabs fish sauce,40,10
804,Atlantic Cod Filletts,82,9
805,Double Chocolate,83,9
806,Rosa Florentine Pasta Sauce,86,9
807,Yogurt Pretzels Blueberry,475,1
808,Whole berry cranberry sauce,160,7
809,Red Wine Vinegar A Blend Of Cabernet Sauvignon Vinegar & Reduced Grape Must Unfiletered Naturally Aged In Oak Barrels,130,8
810,Panettone,377,3
811,Gran gelées di zuccheri agrumi,252,5
812,Nestle crunch milk chocolate with crisp cereals bar hazelnut,547,0
813,Biscotti with almonds,366.6667,3
814,Biscotti with figs,266.6667,5
815,arachidi pralinate,489,1
816,Frantoia huile d'olive,840,0
817,Sugo di pomodoro alla puttanesca with olives and capers,104,8
818,Sfogliatina bio crema cacao,544,0
819,JAM,266,5
820,Sfogliatine,517.2414,0
821,Tilapia fillets,82,9
822,Basil pesto,467,1
823,Tomato with onion & basil pasta sauce tomato with onion & basil,36,10
824,Tomato & ricotta pasta sauce tomato & ricotta,144,8
825,Pistachio pesto,367,3
826,Classic european collection cookies,536,0
827,Garlic basil linguine,375,3
828,Golden egg pappardelle,393,3
829,Lasagne,357,3
830,Rice beef,339,4
831,Yum Yum Sauce Light,80,9
832,Real Aloe Vera Juice,29,10
833,Vannamei Shrimp,95,9
834,Orange Drink From Concentrate Orange,33,10
835,Sweet flatbread with sevilla oranges,477,1
836,Mini Sweet Peppers,29,10
837,Mini Vanilla Cream Puffs,250,5
838,Parmesan & Garlic Potatoes,91,9
839,Butternut squash filled ravioli in a butter & sage sauce,201,6
840,Premium 100% Apple Juice,50,9
841,CALDO PAELLA,30,10
842,Vegetable medley with chunk light tuna,96,9
843,Altramuces,104,8
844,Bebida de almendra + calcio,148,8
845,Tortillas de trigo,299,5
846,Bebida de soja chocolate,71,9
847,Sardinas en aceite de oliva,294,5
848,Chips aromatisées saveur Truffe,588,0
849,Melocotón light,25,10
850,Almendras tostadas,620,0
851,Sandwich pan con cereales bajo grasa rico fibras completo,254,5
852,Caldo de pescado natural,8,10
853,Risotto mediterráneo,345,4
854,Rioverde Mazorquitas Maiz 170 g,40,10
855,Orange tortas Cheese's BEST Friend,464,1
856,Pechuga de pavo Gustosísimo,75,9
857,Coctel de América,501,0
858,Family wafers Hazelnuts,534,0
859,Gourmet meat sauce,86,9
860,Caballero Maliny kompot,90,9
861,Plantain strips,490,1
862,Spicy tree oyster mushroom jerky,286,5
863,Premium mineral water,2,10
864,Mom's apple pie bar,555,0
865,Organic coconut water,21,10
866,Peanut butter cookies,500,0
867,Original horcice,140,8
868,Medjool dates,304,4
869,chewing-gum sans sucre à l'amenthe verte,148,8
870,Smoki,521,0
871,Orient,527.7778,0
872,FEEL MORE cloudy apple juice,191,7
873,Sour cherry,200,6
874,Tomato Paste,103,8
875,Yellow curry paste,333,4
876,Fair Gold Yaourt/Fruits rouges,161,7
877,Organic Figs,300,4
878,Chocolate sandwich,42.904290429043,10
879,PUTR SUNFLOWER OIL,119,8
880,Luppo cake bite choco,439,2
881,Erbsen,72,9
882,Turkish Delight with Pomegranate,170,7
883,Gummi peach rings,367,3
884,Jungle gummi animals,333,4
885,Milk chocolate with creamy fill,533,0
886,Premium turkish extra virgin olive oil,800,0
887,Heinz Sauce Cocktail,399,3
888,Gemüse Bouillon,4,10
889,Margarine,571.4286,0
890,Rama mit butter,625,0
891,Schwip Schwap Zero,1,10
892,White Beans - Witte Bonen (haricots Blancs) - 12oz,125,8
893,Delikatess Brühe,3,10
894,Pea Soup Mix,42,10
895,Thé infusé glacé,18,10
896,Fischsauce,55,9
897,Maekrua Oyster Sauce,67,9
898,Lait De Coco AROY-D 1L,185,7
899,Taekyung Red Pepper Powder,4,10
900,Thai drink tea,70,9
901,Nang Fah (Tue Kung) Instant Duck Flavor Paste,307,4
902,Sesame roasted natural seaweed,580,0
903,Mi Goreng Plat de Nouilles instantanées - 80 g - Mama,200,6
904,Tom Yum,329.4118,4
905,Tonkatu Sauce,73,9
906,Crème de coco onctueuse,241,6
907,Rosted sunflower seeds,180,7
908,Coconut Water,20,10
909,Marine boy,475,1
910,Aroy-D 100% Coconut Milk Original,175,7
911,Original gluco biscuits,466.6667,1
912,Haldiram's Moong Dal,457,1
913,Tropicana Mixed Fruit Delight,56,9
914,Cappuccino,43,10
915,Chocolate Cream Wafer,40,10
916,Special Chicken Instant Noodles,453.33333333333,1
917,Punjabi sarsoon da saag,455,1
918,Haldiram's boondi masala,543,0
919,Kashmiri Mixture,542.8571,0
920,Sa Giang Shrimp Chips(1big Shrimps Infront) 200GX55 [ Upc# ],352,3
921,Jamun Fruit Nectar Blend,45,10
922,Alphonso Mango,60,9
923,50-50 Crackers,484,1
924,Matsha and marshmallow chocolate pie,1500,0
925,Minute Khana Lachcha Paratha,350,3
926,Cherries in Liqueur,426,2
927,Mehl Universal,337,4
928,Rindsgulasch,96,9
929,Cherry fruit bar,200,6
930,Maître truffout &quot; truffles&quot;,611,0
931,Cracker Mit Sesam 250g Packung Stiratini,449,2
932,Orange Juice,45.8333,10
933,Hickory smoked thick sliced bacon hickory smoked,462,1
934,Swisse Hair Skin Nails,1,10
935,Salted caramel protein balls,470,1
936,Organic coconut water,35,10
937,The natural confectionery co. candy jelly snakes,335,4
938,Fresh licorice,20,10
939,Dinosaurs,1380,0
940,Coconut amino sauce,800,0
941,100% pure clarified ghee butter,847,0
942,Choc matcha probiotic ball choc matcha,475,1
943,Berry probiotic ball clever wellness snack berry probiotic ball,475,1
944,Choc brownie protein ball clever wellness snack choc brownie protein ball,475,1
945,Low carb classic chocolate bar,450,1
946,Classic chocolate protein performance chocolate bar,556,0
947,Classic chocolate snack size monster bites bars,417,2
948,Parker's organic lightly sparkling ginger beer,37,10
949,Ginger beer,45,10
950,Coconut mochacinno,64,9
951,Coconut double shot espresso,66,9
952,Black chia,513,0
953,Vegie penne,340,4
954,Himalyan pink fine salt,0,10
955,Choc hazelnut,305,4
956,Corned Beef Hash,410,2
957,Manuka honey,286,5
958,Manuka honey,286,5
959,Certified umf manuka honey,286,5
960,Certified umf manuka honey,286,5
961,Pomegranate fruit paste,367,3
962,Pyramid tea bags,0,10
963,Pure natural new zealand honey,286,5
964,Green oolong tea with manuka,0,10
965,Gold kiwi blend reviver,58,9
966,Gold kiwifruit honey gold kiwifruit,290,5
967,Naturally alkaline artesian water,0,10
968,Caldereta Corned Beef,286,5
969,Peanut Butter,567,0
970,Smooth peanut butter,567,0
971,Crunchy Peanut Butter,567,0
972,Peanut Butter,567,0
973,Mussels,119,8
974,Steamed Puddings,294,5
975,Pâte de curry rouge Ayam™,144,8
976,Curry Paste For Beef Rendang Medium,196,7
977,Bio coffee,77.6,9
978,Alphameta,392,3
979,Sour popping candy with lollipop passion fruit grape lemon,400,2
980,Ayam brand sardines in tomato sauce,143,8
981,Crackers,486,1
982,Sugar Crackers,441,2
983,Lee Special Crackers,473,1
984,Chewy Candy,400,2
985,Goldwilly original instant chrysanthemum tea chrysanthemum chrysanthemum,389,3
986,Ayam Malaysian Satay Sauce Mild,200,6
987,Ayam brand mackerel in tomato sauce,196,7
988,Ayam brand sardines in chili oil,321,4
989,Ayam brand sardines in spicy tomato sauce chili and lime,143,8
990,Ayam brand sardines in extra virgin olive oil,286,5
991,Chili sauce,59,9
992,Ayam brand sardines in teriyaki sauce,196,7
993,Ayam brand sardines in kung pao sauce,196,7
994,Ayam Medium Thai Satay Sauce Lemongrass And Tamarind,224,6
995,Pate de curry jaune thai,124,8
996,Monari fererzoni balsamic vinegar of modena glaze,222,6
997,Specially selected smoked gouda cheese,393,3
998,Premium onzas,353,3
999,Taco seasoning mix,333,4
1000,Raspados Ice Bars,88,9
1001,Boules de soja,417,2
1002,Zotz Fizzz Power Blue Raspberry Candy Blue Raspberry,300,4
1003,Creamy peanut butter spread,606,0
1004,Light Dressing,80,9
1005,Deluxe Cashews,607,0
1006,Food club popcorn butter light,424,2
1007,Organic Earl Grey Tea,0,10
1008,Nabisco mini chips ahoy! real chocolate chip cookies,500,0
1009,stackerz,150,7
1010,Slow Churned Cookies'n CreamDreyer's Ice Cream,150,7
1011,Dragon fire beef  hache steak,129,8
1012,Raisin Brand,200,6
1013,Elbow Macaroni Pasta Enriched Macaroni Product,357,3
1014,Select Choice • Chocolate Chip Granola Bar,100,8
1015,Chicken bbq pizza,290,5
1016,Entenmann's cake louisiana crunch,394,3
1017,Sun Sprout Clover Sprouts Clover,29,10
1018,Creamy Caesar Yogurt Dressing,45,10
1019,Honey Cured Boneless Ham Steak,131,8
1020,Haricots certs - green beans,25,10
1021,Cabillaud à l’oseille,79,9
1022,Migros rôti anglais,121,8
1023,Pecan Halves,200,6
1024,Mild coconut korma indian simmer sauce,72,9
1025,Cookies chocolat noisettes,516,0
1026,Whole Milk Fresh Cheese,321,4
1027,Cheat Spread,577,0
1028,Original no salt added potato chips original,571,0
1029,Exubérance vanille pecan et caramel,281.818181818182,5
1030,Original lemonade original,50,9
1031,Wing sauce & glaze,100,8
1032,Sedona spanish queen whole green olives,167,7
1033,Red Seaweed Pearls,0,10
1034,Olives Ripe,167,7
1035,Vanilla Flavored Sandwich Cookies,440,2
1036,Lingonberry drink concentrate,200,6
1037,Weis hot sauce,0,10
1038,Reese's spreads peanut butter chocolate peanut butter chocolate,514,0
1039,Dark cherry vanilla kombucha,17,10
1040,Honey,333,4
1041,Plain Tortillas,236,6
1042,Organic Ceylon Cinnamon Powder,15,10
1043,4% Milkfat Large Curd cottage cheese,110,8
1044,Juice Cocktail Pomegranate,55,9
1045,Oscar mayer thick cut bacon hardwood smoked,500,0
1046,Michele's granola cinnamon raisin,500,0
1047,Buckwheat Pudding Vanilla Bean Cashew,106,8
1048,Kafferep,160,7
1049,Rendered Duck Fat,857,0
1050,Sylt Lingon,166.66666666667,7
1051,Bar-B-Que Sauce,0,10
1052,Mashed malanga,403,2
1053,Gelato Sea Salt Caramel,229,6
1054,Mini marshmallows,333,4
1055,Philadelphia fat free cream cheese,91,9
1056,Okf Aloe Vera Drink Peach,38,10
1057,Grönsaksbullar Vegetable Balls (ikea),173.6111,7
1058,Sylt Hjortron Cloudberry Jam,248,6
1059,Mott's natural applesauce,41,10
1060,Tilapia skinless boneless individually wrapped fillets tilapia,88,9
1061,Coconut sugar,391,30,Boules de soja,417,2
1062,Zotz Fizzz Power Blue Raspberry Candy Blue Raspberry,300,4
1063,Creamy peanut butter spread,606,0
1064,Light Dressing,80,9
1065,Deluxe Cashews,607,0
1066,Organic Earl Grey Tea,0,10
1067,Food club popcorn butter light,424,2
1068,Dragon fire beef  hache steak,129,8
1069,Elbow Macaroni Pasta Enriched Macaroni Product,357,3
1070,Nabisco mini chips ahoy! real chocolate chip cookies,500,0
1071,Slow Churned Cookies'n CreamDreyer's Ice Cream,150,7
1072,stackerz,150,7
1073,Raisin Brand,200,6
1074,Select Choice • Chocolate Chip Granola Bar,100,8
1075,Sun Sprout Clover Sprouts Clover,29,10
1076,Honey Cured Boneless Ham Steak,131,8
1077,Entenmann's cake louisiana crunch,394,3
1078,Creamy Caesar Yogurt Dressing,45,10
1079,Chicken bbq pizza,290,5
1080,Haricots certs - green beans,25,10
1081,Migros rôti anglais,121,8
1082,Pecan Halves,200,6
1083,Cabillaud à l’oseille,79,9
1084,Mild coconut korma indian simmer sauce,72,9
1085,Cookies chocolat noisettes,516,0
1086,Whole Milk Fresh Cheese,321,4
1087,Cheat Spread,577,0
1088,Original no salt added potato chips original,571,0
1089,Exubérance vanille pecan et caramel,281.818181818182,5
1090,Original lemonade original,50,9
1091,Wing sauce & glaze,100,8
1092,Sedona spanish queen whole green olives,167,7
1093,Red Seaweed Pearls,0,10
1094,Olives Ripe,167,7
1095,Vanilla Flavored Sandwich Cookies,440,2
1096,Lingonberry drink concentrate,200,6
1097,Weis hot sauce,0,10
1098,Reese's spreads peanut butter chocolate peanut butter chocolate,514,0
1099,Dark cherry vanilla kombucha,17,10
1100,Honey,333,4
1101,Plain Tortillas,236,6
1102,Organic Ceylon Cinnamon Powder,15,10
1103,4% Milkfat Large Curd cottage cheese,110,8
1104,Juice Cocktail Pomegranate,55,9
1105,Michele's granola cinnamon raisin,500,0
1106,Oscar mayer thick cut bacon hardwood smoked,500,0
1107,Buckwheat Pudding Vanilla Bean Cashew,106,8
1108,Kafferep,160,7
1109,Rendered Duck Fat,857,0
1110,Naturally leavened sourdough bread,200,6
1111,Instant Long Grain Rice,364,3
1112,NRG,0,10
1113,Vine Dried Grapes,120,8
1114,ALFAJOR MIXTOS 18 UNID FIGUERI,118,8
1115,Formula 1 healthy meal,380,3
1116,CR7 Drive,52,9
1117,Herbal Aloe Concentrado,0,10
1118,Protein Drink Mix,110,8
1119,Fórmula 1 Express,207,6
1120,Mélange pour boisson protéinée,387,3
1121,Liftoff,10,10
1122,Niteworks,0,10
1123,Barra con Proteína,170,7
1124,Polvo para preparar bebidas,70,9
1125,Herbalife free vanille formula 1,356,3
1126,Alimento equilibrado,398,3
1127,Dosa khakhra,21,10
1128,California Bear Poop,210,6
1129,Serious Meat Pizza,277,5
1130,Terrasoul,95,9
1131,Modern trim,50,9
1132,WW flavored snack bar chocolate caramel,315.78947368421,4
1133,Pizza Seasoning,1,10
1134,Elderberry sambucus tonic,5,10
1135,Electrolyte powder,0,10
1136,Legion Whey (French Vanilla),100,8
1137,MCT Oil,130,8
1138,Smooth And Delicious Double Dark Chocolate Ice Cream Dark Chocolate,247,6
1139,Skillet Lasagna With Brown Rice Pasta,354,3
1140,Cheerios Honey Nut,378.37837837838,3
1141,Lucky Charms,388.88888888889,3
1142,Cheerios,11.111111111111,10
1143,Diet Mountain Dew,10,10
1144,Milk,38,10
1145,Break Free 100% Liquid Egg White,54,9
1146,Sweet & Creamy Iced Coffee Drink Mocha,38,10
1147,100% Juice Orange,46,10
1148,Top of the Rock Spring Water,0,10
1149,Beer,96,9
1150,Nice! Cream of Chicken Soup,110,8
1151,Crunchy Granola Bars,452.38095238095,1
1152,Soft baked originals milk chocolate chip,130,8
1153,Hawaiian style BBQ Sauce Organic,85.7143,9
1154,Dark chocolate baton,200,6
1155,Cheese Pizza,340,4
1156,Sicilian Style Chicken Parm,0.41,10
1157,Organic ancient grain and seed bread,269,5
1158,Micro Kale Mix,29,10
1159,Cotton Candy Liquid Infusions For Milk,0,10
1160,Chunk White Albacore Tuna In Water,107,8
1161,Golden Curry Mild,478,1
1162,Peach Soda Peach,48,10
1163,Mustard,400,2
1164,Monkfruit Sweetener,0,10
1165,Pizza Sauce,62,9
1166,100% pomegranate juixe,170,7
1167,Tree Ripened Since 1894,139,8
1168,Natural Sharp Cheddar Cheese,393,3
1169,Mashed Sweet Potatoes & Carrots With Brown Sugar,98,9
1170,Ambrosoli Candy,400,2
1171,Del Monte Sliced Peaches,100,8
1172,Mandarin Oranges In Light Syrup,66,9
1173,Choice Yellow Cling Peaches Slices In Light Syrup,56,9
1174,Pink Lemonade,278,5
1175,Yellow Freestone Sliced Peaches,79,9
1176,Fancy Quartered Artichoke Hearts,54,9
1177,Applesauce,62,9
1178,Genuine Dill,100,8
1179,Premium Pickles,0,10
1180,Choice Bartlett Pears Halves,48,10
1181,Peach Slices,63,9
1182,Pitted Cherries With Stems,200,6
1183,Whole Berries In Light Syrup,79,9
1184,Sweet Memory Peaches,62,9
1185,Whole Berry Cranberry Sauce,143,8
1186,Grapefruit,67,9
1187,Choice Unpeeled Apricots Halves In Heavy Syrup,94,9
1188,Apple Sauce,69,9
1189,Creamy Mints,423,2
1190,Fancy Golden Pineapple Chunks,49,10
1191,Apple Sauce,56,9
1192,Purple Plums In Heavy Syrup,77,9
1193,Apple Apricot Sauce,56,9
1194,Jellied Cranberry Sauce,143,8
1195,Liquid Water Enhancer,0,10
1196,Original tuscan almond biscotti,500,0
1197,Dark chocolate blood orange,120,8
1198,Oatmeal gluten free chia and flax,210,6
1199,Boisson instantanée,360,3
1200,Coco twist roasted & sprinkled with coconut pecans snacks,536,0
1201,Hansen's soda grapefruit,42,10
1202,Seafood Steamers,571,0
1203,Chili seasoned diced tomatoes,28,10
1204,Activia Greek Vanilla,140,8
1205,Saint Albray,365,3
1206,Fresh salsa,5,10
1207,Fanta soda orange,29,10
1208,Mushroom bisque,180,7
1209,Corn Tortilla Taquitos,120,8
1210,Mars,443,2
1211,NOGGER - Das Original,320,4
1212,Weissbier Alkoholfrei,25,10
1213,Yakult light,31,10
1214,couscous legumes,146,8
1215,Applesauce cinnamon,80,9
1216,Sour patch kids heads,363.63636363636,3
1217,Dino Buddies,223.68421052632,6
1218,Traditional organic hummus snack cups,246,6
1219,Bacon,500,0
1220,Jumbo Biscuits,316,4
1221,French Lentils,354,3
1222,Cottage cheese large curd,120,8
1223,Whole Wheat Flour Tortillas,130,8
1224,Toblerone chocolate bar milk,529,0
1225,CRISPY ONIONS,39,10
1226,Mutti Polpa Tomatenfruchtfleisch,26,10
1227,7up free flavoured soft drink with sweeteners lemon and lime,1,10
1228,Skinny Pop white cheddar,140,8
1229,Roasted Salted Pumpkin Seeds Non-GMO,180,7
1230,Chocolate bars,564,0
1231,Natural key lime pie chewy granola bars,414,2
1232,Alaskan Keta Salmon Skinless Fillets,120,8
1233,Maraschino Cherries,200,6
1234,Complete breakfast smoothie,1485,0
1235,Peptopro,400,2
1236,Pure Whey Protéine,416.666666666667,2
1237,1% Lowfat Cottage Cheese,80,9
1238,IsaLean Shake,393.44262295082,3
1239,IsaLean Shake,250,5
1240,Self Rising Crust Jalapeno Bacon Pizza,244,6
1241,Jet-Puffed,100,8
1242,Breadsticks garlic,320,4
1243,Shell-on shrimp,107,8
1244,Mini bagels,279,5
1245,Teriyaki beef with pineapple rice,124,8
1246,Cream Of Mushroom Condensed Soup,57,9
1247,Cooked Shrimp Peeled And Deveined Tail Off,94,9
1248,Pear Nectar,54,9
1249,Herbal Tea,0,10
1250,Coquillettes,348,4
1251,Ones California Prunes,250,5
1252,Avena Oatmeal Smoothie Cinnamon,75,9
1253,Formula 1,360,3
1254,Jumbo black pitted olives,200,6
1255,Organic apple cider vinegar,0,10
1256,Fresh frozen vegetables mixtures,42,10
1257,Fresh frozen vegetables mixtures,80,9
1258,Vegetable Oil Spread,500,0
1259,Vanilla chocolate & strawberry ice cream vanilla chocolate & strawberry,200,6
1260,Orange sherbet orange,118,8
1261,Strawberry swirl ice cream strawberry swirl,200,6
1262,Rainbow sherbet rainbow,129,8
1263,Clover honey,286,5
1264,Vanilla ice cream vanilla,200,6
1265,Clover honey clover,286,5
1266,Cookies & cream ice cream cookies & cream,215,6
1267,Clover honey,286,5
1268,100% organic honey,286,5
1269,Clover honey,286,5
1270,All purpose iodized salt,0,10
1271,All purpose salt,0,10
1272,Sweetened corn cereal,400,2
1273,Distilled white vinegar,0,10
1274,Malt Vinegar,0,10
1275,Distilled White Vinegar,0,10
1276,Apple Cider Vinegar,0,10
1277,Apple Cider Vinegar,0,10
1278,Apple Cider Vinegar,0,10
1279,Distilled White Vinegar,0,10
1280,Red wine vinegar,0,10
1281,Distilled White Vinegar,0,10
1282,Vinegar,0,10
1283,Apple Cider Vinegar,0,10
1284,Instant Lunch Ramen Noodles With Vegetables Chicken,453,1
1285,Applewood smoked thick cut bacon,500,0
1286,UCC Hawaii Kona Blend Coffeee With Milk,90,9
1287,Jam blackberry,250,5
1288,Jelly mixed fruit,250,5
1289,Manzanilla olives,167,7
1290,Signature chicken caesar wrap,185,7
1291,Cherry Blossom Kombucha,32,10
1292,Tuna in water,89,9
1293,Cookies,484,1
1294,Long grain white rice,356,3
1295,Vanilla low fat yogurt,94,9
1296,Organic cheese pizza,204,6
1297,Raw cherries berries & nuts,500,0
1298,Hamburger rolls,282,5
1299,New england style hot dog rolls new england style,282,5
1300,Hot dog rolls made with enriched wheat flour,282,5
1301,Breaded chicken and cheese croquettes,214,6
1302,Flavored syrup,47,10
1303,Protein Juice Smoothie,89,9
1304,Wild Caught Sea Scallops,89,9
1305,Tilapia fillets,94,9
1306,Shredded hash browns,83,9
1307,Southern style hash browns,83,9
1308,Parmesan style shredded cheese,321,4
1309,Kettle cooked crinkle potato chips white cheddar horseradish,500,0
1310,Pasta sauce meat,65,9
1311,Instant mashed potatoes butter & herb,348,4
1312,Enriched hot dog buns,256,5
1313,Sunflower Butter Creamy,200,6
1314,Italian Bread,228,6
1315,Tilapia Savory Fusion,127,8
1316,Sparkling Ice + Caffeine,5,10
1317,Ground round,125,8
1318,Dark chocolate european cocoa mix,371,3
1319,Tzatziki yogurt dip cilantro & garlic,107,8
1320,Slices orange,349,4
1321,Premium dried fruit,282,5
1322,Oatmeal apple cinnamon almond with cranberries,397,3
1323,Liquid water enhancer with electrolytes and vitamins b3 b6 b12 performance grape,0,10
1324,Crushed seeds pomegranate,68,9
1325,Brown & wild rice,184,7
1326,Strawberry Lemonade Coffee,25,10
1327,Caesar croutons,150,7
1328,Pecans,700,0
1329,Cheerios Oat Crunch (Cinnamon),400,2
1330,Odwalla Protein Shake Vanilla,380,3
1331,Flake style imitation crabmeat,129,8
1332,Wrigley's doublemint gum,370,3
1333,Gummies sours,350,3
1334,Original gummies cherry orange strawberry & lemon,325,4
1335,Candies,400,2
1336,Chunky habanero salsa,29,10
1337,Boneless chicken wyngz,179,7
1338,Boneless chicken wyngz,238,6
1339,Southern style breast tenderloins,214,6
1340,Chicken breast fillets,214,6
1341,Chicken strips,238,6
1342,Parmesan herb encrusted chicken strips,262,5
1343,Chicken Breast Strips,226,6
1344,Smok-Y Breakfast Sausage,319,4
1345,Jack cheese,357,3
1346,Monterey jack cheese,357,3
1347,Land lakes,50,9
1348,Chips sel et vinaigre,1,10
1349,Wrigleys 5 Gum Mystery Mint Maze,185,7
1350,Tilapia,116,8
1351,High Liner Sea Cuisine Asian Spice Tilapia,63,9
1352,Deep Dish Brownie Peanut Butter,406,2
1353,Organic Animal Cookies,130,8
1354,Pure goat milk cheese,214,6
1355,Coconut & Peanut Spread,594,0
1356,Salmon,139,8
1357,Applewood smoked salmon,152,7
1358,Italian pesto cod,136,8
1359,Fruit frenzy,375,3
1360,Quaker Chewy Granola Bars Chocolate Chip - 8 CT,400,2
1361,Rice Krispies,390,3
1362,Oatmeat dinosaur,380,3
1363,Activa Strawberry Yogurt,90,9
1364,Quaker Oats Quick 1 - Minute Oatmeal,375,3
1365,Yaourt myrtille lait entier,140,8
1366,Coca cola zero Orange Vanille,0,10
1367,Marble sliced loaf cake with vanilla-flavored icing,380,3
1368,Lemon flavored sliced loaf cake with lemon-flavored icing,380,3
1369,Mild cheddar shredded natural cheese mild cheddar,393,3
1370,Chocolate chip mini muffins,402,2
1371,Yam,118,8
1372,Organic Semi-Sweet Chocolate Chips,533,0
1373,Mashed Potatoes,348,4
1374,Recipe soup & dip mix onion,286,5
1375,Panko bread crumbs,367,3
1376,Nice ! Flavored sparkling water PEACH,0,10
1377,m&m milk chocolate,140,8
1378,Olive oil,120,8
1379,Pumpkin spiced chai flavored tea bags,250,5
1380,Gluten free chocolate chip cookies,400,2
1381,Honey straws,286,5
1382,Gatorade thirst quencher,120,8
1383,Uncrustables,320,4
1384,Original 100% Vegetable Juice - V8 - 11.5 FL Oz (340 ML),60,9
1385,Wheat crackers,120,8
1386,Chia Vitality Beverage,41,10
1387,Smoked chicken breast,121,8
1388,Sunflower Oil,800,0
1389,Low-cal silver energy drink,2,10
1390,Peppermint candy canes peppermint,357,3
1391,Chicken cooking stock,6,10
1392,Gravlax smoked salmon gravlax smoked,232,6
1393,Farm raised peppercorn smoked salmon,179,7
1394,Wild caught alaskan sockeye smoked salmon smoked salmon,161,7
1395,Sweet & gummy candy fruit slices,333,4
1396,Root beer barrels hard candy root beer barrels,462,1
1397,Orange slices fruity chewy candy orange slices,333,4
1398,Spearmint leaves minty fresh chewy candy spearmint leaves,333,4
1399,Spice drops colorful spiced candy,333,4
1400,Starlight mints peppermint peppermint,400,2
1401,Citrus peanuts sweet peanut-shaped soft candy citrus peanuts,375,3
1402,Farm raised smoked salmon,179,7
1403,Sashimi style norwegian smoked salmon,179,7
1404,Steamready riced cauliflower,24,10
1405,Russet potatoes,81,9
1406,Belgian waffles,308,4
1407,Mocha coffee creamer peppermint,233,6
1408,Deep-dish pie crust,429,2
1409,Vanilla Milk Chocolate Almond,290,5
1410,Strawberry fruit & grain low fat cereal bars strawberry,378,3
1411,Homestyle chicken breast strips for stir-fry,106,8
